@RELATION svmModelTest
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {Silence,Speech,Music,Activity}

@DATA
0.161812,0.024139,3.184790,0.294842,0.271518,1.370353,0.002780,0.307360,-22.913698,1.360228,0.397350,0.105615,-0.197781,-0.231959,-0.264393,-0.209195,-0.083431,-0.139996,-0.108449,-0.020112,0.052855,0.012196,0.004595,0.045608,0.009666,0.044682,0.010274,0.052401,0.001876,0.004905,0.006447,0.030094,0.004674,0.030155,0.026284,0.005685,0.075076,0.017148,0.008290,0.279520,0.001308,0.079595,0.304466,0.188502,0.176135,0.171363,0.166947,0.158078,0.160916,0.156360,0.152143,0.147397,0.157230,0.161399,0.153442,0.008257,0.003070,0.025437,0.006576,0.013925,0.006265,0.027435,0.001453,0.003335,0.003429,0.019590,0.003578,0.008200,Music
0.161812,0.024139,3.184790,0.294842,0.271518,1.370353,0.002780,0.307360,-22.913698,1.360228,0.397350,0.105615,-0.197781,-0.231959,-0.264393,-0.209195,-0.083431,-0.139996,-0.108449,-0.020112,0.052855,0.012196,0.004595,0.045608,0.009666,0.044682,0.010274,0.052401,0.001876,0.004905,0.006447,0.030094,0.004674,0.030155,0.026284,0.005685,0.075076,0.017148,0.008290,0.279520,0.001308,0.079595,0.304466,0.188502,0.176135,0.171363,0.166947,0.158078,0.160916,0.156360,0.152143,0.147397,0.157230,0.161399,0.153442,0.008257,0.003070,0.025437,0.006576,0.013925,0.006265,0.027435,0.001453,0.003335,0.003429,0.019590,0.003578,0.008200,Music
0.161812,0.024139,3.184790,0.294842,0.271518,1.370353,0.002780,0.307360,-22.913698,1.360228,0.397350,0.105615,-0.197781,-0.231959,-0.264393,-0.209195,-0.083431,-0.139996,-0.108449,-0.020112,0.052855,0.012196,0.004595,0.045608,0.009666,0.044682,0.010274,0.052401,0.001876,0.004905,0.006447,0.030094,0.004674,0.030155,0.026284,0.005685,0.075076,0.017148,0.008290,0.279520,0.001308,0.079595,0.304466,0.188502,0.176135,0.171363,0.166947,0.158078,0.160916,0.156360,0.152143,0.147397,0.157230,0.161399,0.153442,0.008257,0.003070,0.025437,0.006576,0.013925,0.006265,0.027435,0.001453,0.003335,0.003429,0.019590,0.003578,0.008200,Music
0.161812,0.024139,3.184790,0.294842,0.271518,1.370353,0.002780,0.307360,-22.913698,1.360228,0.397350,0.105615,-0.197781,-0.231959,-0.264393,-0.209195,-0.083431,-0.139996,-0.108449,-0.020112,0.052855,0.012196,0.004595,0.045608,0.009666,0.044682,0.010274,0.052401,0.001876,0.004905,0.006447,0.030094,0.004674,0.030155,0.026284,0.005685,0.075076,0.017148,0.008290,0.279520,0.001308,0.079595,0.304466,0.188502,0.176135,0.171363,0.166947,0.158078,0.160916,0.156360,0.152143,0.147397,0.157230,0.161399,0.153442,0.008257,0.003070,0.025437,0.006576,0.013925,0.006265,0.027435,0.001453,0.003335,0.003429,0.019590,0.003578,0.008200,Music
0.229464,0.000713,3.003422,0.343756,0.283226,1.921831,0.003515,0.494038,-29.059740,0.938866,0.079053,0.213968,0.103230,0.106669,0.039425,0.020469,-0.011279,0.012788,0.015825,0.032847,0.003598,0.007266,0.003092,0.040426,0.006252,0.009439,0.005200,0.064670,0.002444,0.004156,0.008014,0.041256,0.003954,0.023897,0.044687,0.001155,0.390017,0.032781,0.011224,0.413203,0.001932,0.121514,1.103090,0.361458,0.297391,0.208657,0.191204,0.171352,0.162946,0.145562,0.162922,0.139506,0.155258,0.146596,0.149300,0.004753,0.002155,0.029581,0.004574,0.005589,0.003420,0.042450,0.001624,0.002663,0.005807,0.026440,0.003485,0.010987,Activity
0.211035,0.003040,3.141635,0.327556,0.281932,1.732960,0.003740,0.413969,-25.617520,0.924397,0.088992,0.225458,0.014442,0.128569,-0.017453,0.052350,-0.015394,0.001649,0.017440,0.032898,0.006273,0.006992,0.002801,0.039116,0.005933,0.009484,0.005567,0.064940,0.001897,0.003718,0.007226,0.052462,0.002949,0.025574,0.042323,0.002224,0.146753,0.018137,0.012191,0.433501,0.002066,0.125373,0.489989,0.328894,0.180760,0.181450,0.170175,0.180085,0.194828,0.158035,0.160082,0.142667,0.153790,0.146369,0.120700,0.004565,0.002027,0.023524,0.003988,0.007007,0.003982,0.041773,0.001116,0.002612,0.005893,0.032449,0.002081,0.009421,Activity
0.229464,0.000713,3.003422,0.343756,0.283226,1.921831,0.003515,0.494038,-29.059740,0.938866,0.079053,0.213968,0.103230,0.106669,0.039425,0.020469,-0.011279,0.012788,0.015825,0.032847,0.003598,0.007266,0.003092,0.040426,0.006252,0.009439,0.005200,0.064670,0.002444,0.004156,0.008014,0.041256,0.003954,0.023897,0.044687,0.001155,0.390017,0.032781,0.011224,0.413203,0.001932,0.121514,1.103090,0.361458,0.297391,0.208657,0.191204,0.171352,0.162946,0.145562,0.162922,0.139506,0.155258,0.146596,0.149300,0.004753,0.002155,0.029581,0.004574,0.005589,0.003420,0.042450,0.001624,0.002663,0.005807,0.026440,0.003485,0.010987,Activity
0.211035,0.003040,3.141635,0.327556,0.281932,1.732960,0.003740,0.413969,-25.617520,0.924397,0.088992,0.225458,0.014442,0.128569,-0.017453,0.052350,-0.015394,0.001649,0.017440,0.032898,0.006273,0.006992,0.002801,0.039116,0.005933,0.009484,0.005567,0.064940,0.001897,0.003718,0.007226,0.052462,0.002949,0.025574,0.042323,0.002224,0.146753,0.018137,0.012191,0.433501,0.002066,0.125373,0.489989,0.328894,0.180760,0.181450,0.170175,0.180085,0.194828,0.158035,0.160082,0.142667,0.153790,0.146369,0.120700,0.004565,0.002027,0.023524,0.003988,0.007007,0.003982,0.041773,0.001116,0.002612,0.005893,0.032449,0.002081,0.009421,Activity
0.229464,0.000713,3.003422,0.343756,0.283226,1.921831,0.003515,0.494038,-29.059740,0.938866,0.079053,0.213968,0.103230,0.106669,0.039425,0.020469,-0.011279,0.012788,0.015825,0.032847,0.003598,0.007266,0.003092,0.040426,0.006252,0.009439,0.005200,0.064670,0.002444,0.004156,0.008014,0.041256,0.003954,0.023897,0.044687,0.001155,0.390017,0.032781,0.011224,0.413203,0.001932,0.121514,1.103090,0.361458,0.297391,0.208657,0.191204,0.171352,0.162946,0.145562,0.162922,0.139506,0.155258,0.146596,0.149300,0.004753,0.002155,0.029581,0.004574,0.005589,0.003420,0.042450,0.001624,0.002663,0.005807,0.026440,0.003485,0.010987,Activity
0.211035,0.003040,3.141635,0.327556,0.281932,1.732960,0.003740,0.413969,-25.617520,0.924397,0.088992,0.225458,0.014442,0.128569,-0.017453,0.052350,-0.015394,0.001649,0.017440,0.032898,0.006273,0.006992,0.002801,0.039116,0.005933,0.009484,0.005567,0.064940,0.001897,0.003718,0.007226,0.052462,0.002949,0.025574,0.042323,0.002224,0.146753,0.018137,0.012191,0.433501,0.002066,0.125373,0.489989,0.328894,0.180760,0.181450,0.170175,0.180085,0.194828,0.158035,0.160082,0.142667,0.153790,0.146369,0.120700,0.004565,0.002027,0.023524,0.003988,0.007007,0.003982,0.041773,0.001116,0.002612,0.005893,0.032449,0.002081,0.009421,Activity
0.211035,0.003040,3.141635,0.327556,0.281932,1.732960,0.003740,0.413969,-25.617520,0.924397,0.088992,0.225458,0.014442,0.128569,-0.017453,0.052350,-0.015394,0.001649,0.017440,0.032898,0.006273,0.006992,0.002801,0.039116,0.005933,0.009484,0.005567,0.064940,0.001897,0.003718,0.007226,0.052462,0.002949,0.025574,0.042323,0.002224,0.146753,0.018137,0.012191,0.433501,0.002066,0.125373,0.489989,0.328894,0.180760,0.181450,0.170175,0.180085,0.194828,0.158035,0.160082,0.142667,0.153790,0.146369,0.120700,0.004565,0.002027,0.023524,0.003988,0.007007,0.003982,0.041773,0.001116,0.002612,0.005893,0.032449,0.002081,0.009421,Activity
0.211035,0.003040,3.141635,0.327556,0.281932,1.732960,0.003740,0.413969,-25.617520,0.924397,0.088992,0.225458,0.014442,0.128569,-0.017453,0.052350,-0.015394,0.001649,0.017440,0.032898,0.006273,0.006992,0.002801,0.039116,0.005933,0.009484,0.005567,0.064940,0.001897,0.003718,0.007226,0.052462,0.002949,0.025574,0.042323,0.002224,0.146753,0.018137,0.012191,0.433501,0.002066,0.125373,0.489989,0.328894,0.180760,0.181450,0.170175,0.180085,0.194828,0.158035,0.160082,0.142667,0.153790,0.146369,0.120700,0.004565,0.002027,0.023524,0.003988,0.007007,0.003982,0.041773,0.001116,0.002612,0.005893,0.032449,0.002081,0.009421,Activity
0.211035,0.003040,3.141635,0.327556,0.281932,1.732960,0.003740,0.413969,-25.617520,0.924397,0.088992,0.225458,0.014442,0.128569,-0.017453,0.052350,-0.015394,0.001649,0.017440,0.032898,0.006273,0.006992,0.002801,0.039116,0.005933,0.009484,0.005567,0.064940,0.001897,0.003718,0.007226,0.052462,0.002949,0.025574,0.042323,0.002224,0.146753,0.018137,0.012191,0.433501,0.002066,0.125373,0.489989,0.328894,0.180760,0.181450,0.170175,0.180085,0.194828,0.158035,0.160082,0.142667,0.153790,0.146369,0.120700,0.004565,0.002027,0.023524,0.003988,0.007007,0.003982,0.041773,0.001116,0.002612,0.005893,0.032449,0.002081,0.009421,Activity
